"State Medicaid and CHIP Applications, Eligibility Determinations, and Enrollment Data ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All states (including the District of Columbia) are required to provide data to The Centers for Medicare & Medicaid Services (CMS) on a range of indicators related to key application, eligibility, and enrollment processes within the state Medicaid and Children’s Health Insurance Programs (CHIP). These data reflect enrollment activity for all populations receiving comprehensive Medicaid and CHIP benefits in all states, as well as state program performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://data.medicaid.gov/Enrollment/State-Medicaid-and-CHIP-Applications-Eligibility-D/n5ce-jxme/data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total New Determinations,Total New Determinations - footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
MT,Montana,7/1/2017,Y,P,N,"3,481",,N/A,,"3,481",,"3,859",,234,,"4,093",,126202,,"260,931",,14.8058,145.5505,"(14.8058, 145.5505)",237271,,23660,
MT,Montana,7/1/2017,Y,U,Y,"3,652",,N/A,,"3,652",,"3,859",,234,,"4,093",,126705,,"262,329",,14.8058,145.5505,"(14.8058, 145.5505)",233915,,28414,
NE,Nebraska,7/1/2017,N,P,N,"5,877",,N/A,,"5,877",,"5,827",,671,,"6,498",,158283,,"238,855",,35.6411,-79.8431,"(35.6411, -79.8431)",207274,,31581,
NE,Nebraska,7/1/2017,N,U,Y,"5,877",,N/A,,"5,877",,"5,827",,671,,"6,498",,162998,,"245,909",,35.6411,-79.8431,"(35.6411, -79.8431)",213522,,32387,
NV,Nevada,7/1/2017,Y,P,Y,"17,959",Includes Renewals and/or Redeterminations,N/A,,"17,959",Includes Renewals and/or Redeterminations,"11,318","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",38,,"11,356",,302777,,"633,838",,40.314,-74.5089,"(40.314, -74.5089)",594484,,39354,
NH,New Hampshire,7/1/2017,Y,P,N,"7,835",,N/A,,"7,835",,"4,959",,497,,"5,456",,91546,,"184,252",,47.5362,-99.793,"(47.5362, -99.793)",170619,,13633,
NH,New Hampshire,7/1/2017,Y,U,Y,"7,835",,N/A,,"7,835",,"4,959",,497,,"5,456",,93045,,"187,798",,47.5362,-99.793,"(47.5362, -99.793)",173900,,13898,
NJ,New Jersey,7/1/2017,Y,P,N,"29,836",,N/A,,"29,836",,"10,479",Does Not Include All Medicaid Determinations Made At Application,"3,084",Does Not Include All CHIP Determinations Made At Application,"13,563",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,831238,,"1,750,123",,41.1289,-98.2883,"(41.1289, -98.2883)",1548757,,201366,
NJ,New Jersey,7/1/2017,Y,U,Y,"29,836",,N/A,,"29,836",,"10,479",Does Not Include All Medicaid Determinations Made At Application,"3,084",Does Not Include All CHIP Determinations Made At Application,"13,563",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,844690,,"1,780,482",,41.1289,-98.2883,"(41.1289, -98.2883)",1577945,,202537,
NM,New Mexico,7/1/2017,Y,P,Y,"11,490",,N/A,,"11,490",,"16,190",,"1,855",,"18,045",,355085,,"781,857",,43.4108,-71.5653,"(43.4108, -71.5653)",769986,,11871,
NY,New York,7/1/2017,Y,P,N,,,720386,Includes Renewals and/or Redeterminations,"720,386",Includes Renewals and/or Redeterminations,"116,902",Includes Renewals and/or Redeterminations,"13,834",Includes Renewals and/or Redeterminations,"130,736",Includes Renewals and/or Redeterminations,2468370,Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,"6,416,899",Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,34.8375,-106.2371,"(34.8375, -106.2371)",5841430,Includes Limited-Benefit Enrollees; Includes Retroactive Enrollments,575469,
NY,New York,7/1/2017,Y,U,Y,,,720386,Includes Renewals and/or Redeterminations,"720,386",Includes Renewals and/or Redeterminations,"119,359",Includes Renewals and/or Redeterminations,"13,866",Includes Renewals and/or Redeterminations,"133,225",Includes Renewals and/or Redeterminations,2472253,Includes Limited-Benefit Enrollees,"6,421,323",Includes Limited-Benefit Enrollees,34.8375,-106.2371,"(34.8375, -106.2371)",5843881,Includes Limited-Benefit Enrollees,577442,
NC,North Carolina,7/1/2017,N,P,N,"20,267",,N/A,,"20,267",,"28,251",,"3,229",,"31,480",,1411751,,"2,030,268",,32.7673,-89.6812,"(32.7673, -89.6812)",1805976,,224292,
NC,North Carolina,7/1/2017,N,U,Y,"20,267",,N/A,,"20,267",,"28,251",,"3,229",,"31,480",,1448110,,"2,092,418",,32.7673,-89.6812,"(32.7673, -89.6812)",1860910,,231508,
ND,North Dakota,7/1/2017,Y,P,Y,"1,753",,N/A,,"1,753",,"1,851",,55,,"1,906",,43670,,"93,148",,46.9048,-110.3261,"(46.9048, -110.3261)",91188,,1960,
OH,Ohio,7/1/2017,Y,P,N,"50,562",Includes Renewals and/or Redeterminations,N/A,,"50,562",Includes Renewals and/or Redeterminations,"40,242",Includes CHIP; Includes Renewals and/or Redeterminations,"2,359",,"42,601",Includes Renewals and/or Redeterminations,1240933,,"2,963,166",,38.4199,-117.1219,"(38.4199, -117.1219)",2747233,,215933,
OH,Ohio,7/1/2017,Y,U,Y,"50,562",Includes Renewals and/or Redeterminations,N/A,,"50,562",Includes Renewals and/or Redeterminations,"40,242",Includes CHIP; Includes Renewals and/or Redeterminations,"2,359",,"42,601",Includes Renewals and/or Redeterminations,1240933,,"2,963,166",,38.4199,-117.1219,"(38.4199, -117.1219)",2747233,,215933,
OK,Oklahoma,7/1/2017,N,P,Y,"46,350",,N/A,,"46,350",,"42,058",,"7,281",,"49,339",,521338,,"802,957",,42.1497,-74.9384,"(42.1497, -74.9384)",684575,,118382,
OR,Oregon,7/1/2017,Y,P,N,"23,281",Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,"23,281",Does Not Include All Non-MAGI Applications,"44,515","Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application","4,336",,"48,851",Does Not Include All Non-MAGI Determinations Made At Application,417903,,"980,606",,40.3736,-82.7755,"(40.3736, -82.7755)",863880,,116726,
OR,Oregon,7/1/2017,Y,U,Y,"24,891",Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,"24,891",Does Not Include All Non-MAGI Applications,"43,035","Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application","4,110",,"47,145",Does Not Include All Non-MAGI Determinations Made At Application,421828,,"989,582",,40.3736,-82.7755,"(40.3736, -82.7755)",872063,,117519,
PA,Pennsylvania,7/1/2017,Y,P,N,"75,826",Includes Renewals and/or Redeterminations,N/A,,"75,826",Includes Renewals and/or Redeterminations,"45,641","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals","7,668","Count is of Households, Not Individuals","53,309","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1388159,,"2,942,548",,35.5376,-96.9247,"(35.5376, -96.9247)",2766307,,176241,
PA,Pennsylvania,7/1/2017,Y,U,Y,"81,664",Includes Renewals and/or Redeterminations,N/A,,"81,664",Includes Renewals and/or Redeterminations,"47,709","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals","7,668","Count is of Households, Not Individuals","55,377","Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1389565,,"2,947,533",,35.5376,-96.9247,"(35.5376, -96.9247)",2771292,,176241,
RI,Rhode Island,7/1/2017,Y,P,Y,"3,889","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)",,,"3,889","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.)","5,119",,706,,"5,825",,121328,,"313,103",,44.5672,-122.1269,"(44.5672, -122.1269)",287916,,25187,
SC,South Carolina,7/1/2017,N,P,N,"20,802",,N/A,,"20,802",,"6,110",Does Not Include All Medicaid Determinations Made At Application,125,Does Not Include All CHIP Determinations Made At Application,"6,235",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,634195,,"1,007,192",,40.5773,-77.264,"(40.5773, -77.264)",929925,,77267,
SC,South Carolina,7/1/2017,N,U,Y,"20,802",,N/A,,"20,802",,"6,110",Does Not Include All Medicaid Determinations Made At Application,125,Does Not Include All CHIP Determinations Made At Application,"6,235",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,647949,,"1,032,955",,40.5773,-77.264,"(40.5773, -77.264)",956376,,76579,
SD,South Dakota,7/1/2017,N,P,Y,"2,528",Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,"2,528",Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,"1,472","Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations","1,472","Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",81141,,"118,132",,18.2766,-66.335,"(18.2766, -66.335)",102474,,15658,
TN,Tennessee,7/1/2017,N,P,N,528,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,528,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,447,,447,Does Not Include All Medicaid Determinations Made At Application,,,"1,474,763",,41.6772,-71.5101,"(41.6772, -71.5101)",1394926,,79837,
TN,Tennessee,7/1/2017,N,U,Y,528,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,528,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,447,,447,Does Not Include All Medicaid Determinations Made At Application,,,"1,484,821",,41.6772,-71.5101,"(41.6772, -71.5101)",1405280,,79541,
TX,Texas,7/1/2017,N,P,N,"124,823",,N/A,,"124,823",,"100,272",,"13,886",,"114,158",,3486444,,"4,411,626",,33.8191,-80.9066,"(33.8191, -80.9066)",3852372,,559254,
TX,Texas,7/1/2017,N,U,Y,"126,036",,N/A,,"126,036",,"100,134",,"13,886",,"114,020",,3503931,,"4,434,104",,33.8191,-80.9066,"(33.8191, -80.9066)",3874786,,559318,
UT,Utah,7/1/2017,N,P,N,"20,057","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,"20,057","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM","52,012",Includes CHIP,,,"52,012",,213738,,"304,670",Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",257372,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47298,
UT,Utah,7/1/2017,N,U,Y,"20,478","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,"20,478","Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM","52,012",Includes CHIP,,,"52,012",,215400,,"307,267",Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",259669,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47598,
VT,Vermont,7/1/2017,Y,P,N,"3,102",,170,,"3,272",Includes Renewals and/or Redeterminations,"3,022",Includes Renewals and/or Redeterminations,56,,"3,078",,64398,,"167,599",,31.106,-97.6475,"(31.106, -97.6475)",162788,,4811,
VT,Vermont,7/1/2017,Y,U,Y,"3,102",,1275,,"4,377",Includes Renewals and/or Redeterminations,"4,152",Includes Renewals and/or Redeterminations,91,,"4,243",,64810,,"168,455",,31.106,-97.6475,"(31.106, -97.6475)",163597,,4858,
VA,Virginia,7/1/2017,N,P,N,"21,110",Includes Renewals and/or Redeterminations,N/A,,"21,110",Includes Renewals and/or Redeterminations,"13,174",Includes Renewals and/or Redeterminations,518,Includes Renewals and/or Redeterminations,"13,692",Includes Renewals and/or Redeterminations,658829,,"998,690",,35.7449,-86.7489,"(35.7449, -86.7489)",875574,,123116,
VA,Virginia,7/1/2017,N,U,Y,"21,823",Includes Renewals and/or Redeterminations,N/A,,"21,823",Includes Renewals and/or Redeterminations,"13,282",Includes Renewals and/or Redeterminations,503,Includes Renewals and/or Redeterminations,"13,785",Includes Renewals and/or Redeterminations,670411,,"1,015,609",,35.7449,-86.7489,"(35.7449, -86.7489)",890178,,125431,
WA,Washington,7/1/2017,Y,P,N,"16,057",,64823,,"80,880",,"39,056",,"1,226",,"40,282",,837695,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),"1,781,312",Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1728386,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),52926,
WA,Washington,7/1/2017,Y,U,Y,"17,388",,65967,,"83,355",,"37,954",,"1,169",,"39,123",,842023,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),"1,789,309",Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1735878,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),53431,
WV,West Virginia,7/1/2017,Y,P,N,"20,807",,N/A,,"20,807",,"10,762",,490,,"11,252",,224035,,"559,886",,18.0001,-64.8199,"(18.0001, -64.8199)",538592,,21294,
WV,West Virginia,7/1/2017,Y,U,Y,"20,807",,N/A,,"20,807",,"10,762",,490,,"11,252",,225335,,"563,596",,18.0001,-64.8199,"(18.0001, -64.8199)",530933,,32663,
WI,Wisconsin,7/1/2017,N,P,N,"22,674",Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,"22,674",Does Not Include All Applications for Limited-Benefit Programs,"17,424","Count is of Households, Not Individuals",997,,"18,421",,490151,,"1,037,696",,37.768,-78.2057,"(37.768, -78.2057)",975494,,62202,
WI,Wisconsin,7/1/2017,N,U,Y,"23,056",Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,"23,056",Does Not Include All Applications for Limited-Benefit Programs,"17,424","Count is of Households, Not Individuals",997,,"18,421",,490151,,"1,037,696",,37.768,-78.2057,"(37.768, -78.2057)",975494,,62202,
WY,Wyoming,7/1/2017,N,P,Y,"1,325",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,"1,325",Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,,,,,,,37003,,"60,075",,44.0407,-72.7093,"(44.0407, -72.7093)",55841,,4234,
AL,Alabama,6/1/2017,N,P,N,"16,449",,N/A,,"16,449",,"25,370",,"3,264",,"28,634",,625179,,"883,813",,32.799,-86.8073,"(32.799, -86.8073)",730328,,153485,
AL,Alabama,6/1/2017,N,U,Y,"16,449",,N/A,,"16,449",,"25,370",,"3,264",,"28,634",,630877,,"891,332",,32.799,-86.8073,"(32.799, -86.8073)",734933,,156399,
AK,Alaska,6/1/2017,Y,P,N,"3,017",Includes Renewals and/or Redeterminations,N/A,,"3,017",Includes Renewals and/or Redeterminations,"3,422",Includes Renewals and/or Redeterminations; Includes CHIP,,,"3,422",Includes Renewals and/or Redeterminations,88766,,"191,171",,61.385,-152.2683,"(61.385, -152.2683)",179001,,12170,
AK,Alaska,6/1/2017,Y,U,Y,"3,069",Includes Renewals and/or Redeterminations,N/A,,"3,069",Includes Renewals and/or Redeterminations,"3,422",Includes Renewals and/or Redeterminations; Includes CHIP,,,"3,422",Includes Renewals and/or Redeterminations,90081,,"194,534",,61.385,-152.2683,"(61.385, -152.2683)",182080,,12454,
AZ,Arizona,6/1/2017,Y,P,N,,,N/A,,,,,,,,,,,,"1,744,617",,14.2417,-170.7197,"(14.2417, -170.7197)",1649411,,95206,
AZ,Arizona,6/1/2017,Y,U,Y,,,N/A,,,,,,,,,,,,"1,744,617",,14.2417,-170.7197,"(14.2417, -170.7197)",1649411,,95206,
AR,Arkansas,6/1/2017,Y,P,Y,,,N/A,,,,,,,,,,431726,,"912,920",Includes Private Option Enrollees,34.9513,-92.3809,"(34.9513, -92.3809)",833214,Includes Private Option Enrollees,79706,
CA,California,6/1/2017,Y,P,N,"163,743",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,"163,743",,"161,761",Does Not Include All Medicaid Determinations Made At Application,"12,486",Does Not Include All CHIP Determinations Made At Application,"174,247",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5147878,,"12,213,234",,33.7712,-111.3877,"(33.7712, -111.3877)",10933222,,1280012,
CA,California,6/1/2017,Y,U,Y,"163,743",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,"163,743",,"162,289",Does Not Include All Medicaid Determinations Made At Application,"12,486",Does Not Include All CHIP Determinations Made At Application,"174,775",Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5181237,,"12,293,428",,33.7712,-111.3877,"(33.7712, -111.3877)",11004981,,1288447,
CO,Colorado,6/1/2017,Y,P,Y,"18,278",,1738,,"20,016",,"15,926",,217,,"16,143",,632269,,"1,403,727",,36.17,-119.7462,"(36.17, -119.7462)",1329214,,74513,
CT,Connecticut,6/1/2017,Y,P,Y,"4,793",Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Duplicates,4452,Does Not Include All Medicaid Applications Received By the SBM; Includes Duplicates; Includes Renewals and/or Redeterminations,"9,245",Does Not Include All Medicaid Applications; Includes Duplicates,"9,405",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,88,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,"9,493",Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,316717,Does Not Include All Full-Benefit Child Medicaid enrollees ; Does Not Include All CHIP enrollees,"794,805",Does Not Include All Full-Benefit Medicaid enrollees; Does Not Include All CHIP enrollees,39.0646,-105.3272,"(39.0646, -105.3272)",777208,Does Not Include All Full-Benefit Medicaid enrollees,17597,Does Not Include All CHIP enrollees
DE,Delaware,6/1/2017,Y,P,Y,,,N/A,,,,,,,,,,104944,,"243,938",,38.8964,-77.0262,"(38.8964, -77.0262)",232647,,11291,
DC,District of Columbia,6/1/2017,Y,P,N,"2,313",Includes SBM data,1895,,"4,208",Includes Renewals and/or Redeterminations,"4,436",Includes Renewals and/or Redeterminations; Includes CHIP,,,"4,436",,,,"269,805",,41.5834,-72.7622,"(41.5834, -72.7622)",260103,,9702,
DC,District of Columbia,6/1/2017,Y,U,Y,"2,313",Includes SBM data,1895,,"4,208",Includes Renewals and/or Redeterminations,"4,436",Includes Renewals and/or Redeterminations; Includes CHIP,,,"4,436",,,,"269,805",,41.5834,-72.7622,"(41.5834, -72.7622)",260103,,9702,
FL,Florida,6/1/2017,N,P,Y,"280,705",Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,"280,705",Includes Accounts Transferred from FFM; Does Not Include All Applications for Limited-Benefit Programs,"171,706",Does Not Include All Determinations for Limited-Benefit Programs Made At Application,"16,654",,"188,360",Does Not Include All Determinations for Limited-Benefit Programs Made At Application,2596107,,"4,345,267",,39.3498,-75.5148,"(39.3498, -75.5148)",4150148,,195119,
GA,Georgia,6/1/2017,N,P,N,"44,689",,N/A,,"44,689",,"30,972",,875,,"31,847",,1218107,,"1,735,648",,27.8333,-81.717,"(27.8333, -81.717)",1557391,,178257,
GA,Georgia,6/1/2017,N,U,Y,"44,689",,N/A,,"44,689",,"30,972",,875,,"31,847",,1239691,,"1,765,789",,27.8333,-81.717,"(27.8333, -81.717)",1584883,,180906,
HI,Hawaii,6/1/2017,Y,P,N,"4,786",,N/A,,"4,786",,"7,923",,383,,"8,306",,145389,,"347,998",,32.9866,-83.6487,"(32.9866, -83.6487)",324213,,23785,
HI,Hawaii,6/1/2017,Y,U,Y,"4,786",,N/A,,"4,786",,"7,923",,383,,"8,306",,145515,,"348,125",,32.9866,-83.6487,"(32.9866, -83.6487)",324337,,23788,
ID,Idaho,6/1/2017,N,P,N,"7,443",,,,"7,443",,"5,030",,287,,"5,317",,212885,,"293,696",,42.0046,-93.214,"(42.0046, -93.214)",271189,,22507,
ID,Idaho,6/1/2017,N,U,Y,"7,395",,,,"7,395",,"5,075",,288,,"5,363",,213554,,"294,792",,42.0046,-93.214,"(42.0046, -93.214)",272228,,22564,
IL,Illinois,6/1/2017,Y,P,N,"68,813",,N/A,,"68,813",,"43,628",,"13,251",,"56,879",,1420184,,"3,046,336",,44.2394,-114.5103,"(44.2394, -114.5103)",2797074,,249262,
IL,Illinois,6/1/2017,Y,U,Y,"68,813",,N/A,,"68,813",,"43,628",,"13,251",,"56,879",,1436185,,"3,075,710",,44.2394,-114.5103,"(44.2394, -114.5103)",2824233,,251477,
IN,Indiana,6/1/2017,Y,P,N,"76,018",,N/A,,"76,018",,"34,151",,"2,323",,"36,474",,786768,,"1,481,682",,40.3363,-89.0022,"(40.3363, -89.0022)",1379643,,102039,
